partner_id,sku_id,category,price,lead_time_weeks,week,sales_units,weekofyear,year,sales_units_lag_1,sales_units_lag_2,sales_units_lag_3,sales_units_lag_4,sales_units_rollmean_4,sales_units_rollmean_8
P1,S001,tops,118,1,2022-09-12,33,37,2022,11.0,33.0,8.0,25.0,21.25,19.375
P1,S001,tops,118,1,2022-09-19,12,38,2022,33.0,11.0,33.0,8.0,22.25,17.75
P1,S001,tops,118,1,2022-09-26,28,39,2022,12.0,33.0,11.0,33.0,21.0,19.25
P1,S001,tops,118,1,2022-10-03,24,40,2022,28.0,12.0,33.0,11.0,24.25,21.75
P1,S001,tops,118,1,2022-10-10,20,41,2022,24.0,28.0,12.0,33.0,21.0,21.125
P1,S001,tops,118,1,2022-10-17,10,42,2022,20.0,24.0,28.0,12.0,20.5,21.375
P1,S001,tops,118,1,2022-10-24,22,43,2022,10.0,20.0,24.0,28.0,19.0,20.0
P1,S001,tops,118,1,2022-10-31,24,44,2022,22.0,10.0,20.0,24.0,19.0,21.625
P1,S001,tops,118,1,2022-11-07,13,45,2022,24.0,22.0,10.0,20.0,17.25,19.125
P1,S001,tops,118,1,2022-11-14,21,46,2022,13.0,24.0,22.0,10.0,20.0,20.25
P1,S001,tops,118,1,2022-11-21,31,47,2022,21.0,13.0,24.0,22.0,22.25,20.625
P1,S001,tops,118,1,2022-11-28,8,48,2022,31.0,21.0,13.0,24.0,18.25,18.625
P1,S001,tops,118,1,2022-12-05,29,49,2022,8.0,31.0,21.0,13.0,22.25,19.75
P1,S001,tops,118,1,2022-12-12,34,50,2022,29.0,8.0,31.0,21.0,25.5,22.75
P1,S001,tops,118,1,2022-12-19,14,51,2022,34.0,29.0,8.0,31.0,21.25,21.75
P1,S001,tops,118,1,2022-12-26,19,52,2022,14.0,34.0,29.0,8.0,24.0,21.125
P1,S001,tops,118,1,2023-01-02,41,1,2023,19.0,14.0,34.0,29.0,27.0,24.625
P1,S001,tops,118,1,2023-01-09,28,2,2023,41.0,19.0,14.0,34.0,25.5,25.5
P1,S001,tops,118,1,2023-01-16,28,3,2023,28.0,41.0,19.0,14.0,29.0,25.125
P1,S001,tops,118,1,2023-01-23,7,4,2023,28.0,28.0,41.0,19.0,26.0,25.0
P1,S001,tops,118,1,2023-01-30,12,5,2023,7.0,28.0,28.0,41.0,18.75,22.875
P1,S001,tops,118,1,2023-02-06,35,6,2023,12.0,7.0,28.0,28.0,20.5,23.0
P1,S001,tops,118,1,2023-02-13,0,7,2023,35.0,12.0,7.0,28.0,13.5,21.25
P1,S001,tops,118,1,2023-02-20,31,8,2023,0.0,35.0,12.0,7.0,19.5,22.75
P1,S001,tops,118,1,2023-02-27,8,9,2023,31.0,0.0,35.0,12.0,18.5,18.625
P1,S001,tops,118,1,2023-03-06,16,10,2023,8.0,31.0,0.0,35.0,13.75,17.125
P1,S001,tops,118,1,2023-03-13,42,11,2023,16.0,8.0,31.0,0.0,24.25,18.875
P1,S001,tops,118,1,2023-03-20,8,12,2023,42.0,16.0,8.0,31.0,18.5,19.0
P1,S001,tops,118,1,2023-03-27,24,13,2023,8.0,42.0,16.0,8.0,22.5,20.5
P1,S001,tops,118,1,2023-04-03,29,14,2023,24.0,8.0,42.0,16.0,25.75,19.75
P1,S001,tops,118,1,2023-04-10,33,15,2023,29.0,24.0,8.0,42.0,23.5,23.875
P1,S001,tops,118,1,2023-04-17,12,16,2023,33.0,29.0,24.0,8.0,24.5,21.5
P1,S001,tops,118,1,2023-04-24,0,17,2023,12.0,33.0,29.0,24.0,18.5,20.5
P1,S001,tops,118,1,2023-05-01,4,18,2023,0.0,12.0,33.0,29.0,12.25,19.0
P1,S001,tops,118,1,2023-05-08,28,19,2023,4.0,0.0,12.0,33.0,11.0,17.25
P1,S001,tops,118,1,2023-05-15,4,20,2023,28.0,4.0,0.0,12.0,9.0,16.75
P1,S001,tops,118,1,2023-05-22,23,21,2023,4.0,28.0,4.0,0.0,14.75,16.625
P1,S001,tops,118,1,2023-05-29,30,22,2023,23.0,4.0,28.0,4.0,21.25,16.75
P1,S001,tops,118,1,2023-06-05,35,23,2023,30.0,23.0,4.0,28.0,23.0,17.0
P1,S001,tops,118,1,2023-06-12,7,24,2023,35.0,30.0,23.0,4.0,23.75,16.375
P1,S001,tops,118,1,2023-06-19,29,25,2023,7.0,35.0,30.0,23.0,25.25,20.0
P1,S001,tops,118,1,2023-06-26,37,26,2023,29.0,7.0,35.0,30.0,27.0,24.125
P1,S001,tops,118,1,2023-07-03,12,27,2023,37.0,29.0,7.0,35.0,21.25,22.125
P1,S001,tops,118,1,2023-07-10,28,28,2023,12.0,37.0,29.0,7.0,26.5,25.125
P1,S001,tops,118,1,2023-07-17,17,29,2023,28.0,12.0,37.0,29.0,23.5,24.375
P1,S001,tops,118,1,2023-07-24,9,30,2023,17.0,28.0,12.0,37.0,16.5,21.75
P1,S001,tops,118,1,2023-07-31,0,31,2023,9.0,17.0,28.0,12.0,13.5,17.375
P1,S001,tops,118,1,2023-08-07,3,32,2023,0.0,9.0,17.0,28.0,7.25,16.875
P1,S001,tops,118,1,2023-08-14,11,33,2023,3.0,0.0,9.0,17.0,5.75,14.625
P1,S001,tops,118,1,2023-08-21,5,34,2023,11.0,3.0,0.0,9.0,4.75,10.625
P1,S001,tops,118,1,2023-08-28,6,35,2023,5.0,11.0,3.0,0.0,6.25,9.875
P1,S001,tops,118,1,2023-09-04,14,36,2023,6.0,5.0,11.0,3.0,9.0,8.125
P1,S001,tops,118,1,2023-09-11,5,37,2023,14.0,6.0,5.0,11.0,7.5,6.625
P1,S001,tops,118,1,2023-09-18,2,38,2023,5.0,14.0,6.0,5.0,6.75,5.75
P1,S001,tops,118,1,2023-09-25,22,39,2023,2.0,5.0,14.0,6.0,10.75,8.5
P1,S001,tops,118,1,2023-10-02,28,40,2023,22.0,2.0,5.0,14.0,14.25,11.625
P1,S001,tops,118,1,2023-10-09,13,41,2023,28.0,22.0,2.0,5.0,16.25,11.875
P1,S001,tops,118,1,2023-10-16,12,42,2023,13.0,28.0,22.0,2.0,18.75,12.75
P1,S001,tops,118,1,2023-10-23,7,43,2023,12.0,13.0,28.0,22.0,15.0,12.875
P1,S001,tops,118,1,2023-10-30,6,44,2023,7.0,12.0,13.0,28.0,9.5,11.875
P1,S001,tops,118,1,2023-11-06,1,45,2023,6.0,7.0,12.0,13.0,6.5,11.375
P1,S001,tops,118,1,2023-11-13,16,46,2023,1.0,6.0,7.0,12.0,7.5,13.125
P1,S001,tops,118,1,2023-11-20,27,47,2023,16.0,1.0,6.0,7.0,12.5,13.75
P1,S001,tops,118,1,2023-11-27,21,48,2023,27.0,16.0,1.0,6.0,16.25,12.875
P1,S001,tops,118,1,2023-12-04,28,49,2023,21.0,27.0,16.0,1.0,23.0,14.75
P1,S001,tops,118,1,2023-12-11,28,50,2023,28.0,21.0,27.0,16.0,26.0,16.75
P1,S001,tops,118,1,2023-12-18,16,51,2023,28.0,28.0,21.0,27.0,23.25,17.875
P1,S001,tops,118,1,2023-12-25,44,52,2023,16.0,28.0,28.0,21.0,29.0,22.625
P1,S002,outerwear,45,4,2022-01-31,32,5,2022,3.0,31.0,5.0,9.0,17.75,16.0
P1,S002,outerwear,45,4,2022-02-07,32,6,2022,32.0,3.0,31.0,5.0,24.5,18.666666666666668
P1,S002,outerwear,45,4,2022-02-14,38,7,2022,32.0,32.0,3.0,31.0,26.25,21.428571428571427
P1,S002,outerwear,45,4,2022-02-21,27,8,2022,38.0,32.0,32.0,3.0,32.25,22.125
P1,S002,outerwear,45,4,2022-02-28,44,9,2022,27.0,38.0,32.0,32.0,35.25,26.5
P1,S002,outerwear,45,4,2022-03-07,18,10,2022,44.0,27.0,38.0,32.0,31.75,28.125
P1,S002,outerwear,45,4,2022-03-14,0,11,2022,18.0,44.0,27.0,38.0,22.25,24.25
P1,S002,outerwear,45,4,2022-03-21,33,12,2022,0.0,18.0,44.0,27.0,23.75,28.0
P1,S002,outerwear,45,4,2022-03-28,27,13,2022,33.0,0.0,18.0,44.0,19.5,27.375
P1,S002,outerwear,45,4,2022-04-04,20,14,2022,27.0,33.0,0.0,18.0,20.0,25.875
P1,S002,outerwear,45,4,2022-04-11,50,15,2022,20.0,27.0,33.0,0.0,32.5,27.375
P1,S002,outerwear,45,4,2022-04-18,26,16,2022,50.0,20.0,27.0,33.0,30.75,27.25
P1,S002,outerwear,45,4,2022-04-25,4,17,2022,26.0,50.0,20.0,27.0,25.0,22.25
P1,S002,outerwear,45,4,2022-05-02,0,18,2022,4.0,26.0,50.0,20.0,20.0,20.0
P1,S002,outerwear,45,4,2022-05-09,2,19,2022,0.0,4.0,26.0,50.0,8.0,20.25
P1,S002,outerwear,45,4,2022-05-16,1,20,2022,2.0,0.0,4.0,26.0,1.75,16.25
P1,S002,outerwear,45,4,2022-05-23,27,21,2022,1.0,2.0,0.0,4.0,7.5,16.25
P1,S002,outerwear,45,4,2022-05-30,37,22,2022,27.0,1.0,2.0,0.0,16.75,18.375
P1,S002,outerwear,45,4,2022-06-06,24,23,2022,37.0,27.0,1.0,2.0,22.25,15.125
P1,S002,outerwear,45,4,2022-06-13,0,24,2022,24.0,37.0,27.0,1.0,22.0,11.875
P1,S002,outerwear,45,4,2022-06-20,2,25,2022,0.0,24.0,37.0,27.0,15.75,11.625
P1,S002,outerwear,45,4,2022-06-27,30,26,2022,2.0,0.0,24.0,37.0,14.0,15.375
P1,S002,outerwear,45,4,2022-07-04,0,27,2022,30.0,2.0,0.0,24.0,8.0,15.125
P1,S002,outerwear,45,4,2022-07-11,9,28,2022,0.0,30.0,2.0,0.0,10.25,16.125
P1,S002,outerwear,45,4,2022-07-18,27,29,2022,9.0,0.0,30.0,2.0,16.5,16.125
P1,S002,outerwear,45,4,2022-07-25,4,30,2022,27.0,9.0,0.0,30.0,10.0,12.0
P1,S002,outerwear,45,4,2022-08-01,8,31,2022,4.0,27.0,9.0,0.0,12.0,10.0
P1,S002,outerwear,45,4,2022-08-08,21,32,2022,8.0,4.0,27.0,9.0,15.0,12.625
P1,S002,outerwear,45,4,2022-08-15,10,33,2022,21.0,8.0,4.0,27.0,10.75,13.625
P1,S002,outerwear,45,4,2022-08-22,12,34,2022,10.0,21.0,8.0,4.0,12.75,11.375
P1,S002,outerwear,45,4,2022-08-29,14,35,2022,12.0,10.0,21.0,8.0,14.25,13.125
P1,S002,outerwear,45,4,2022-09-05,1,36,2022,14.0,12.0,10.0,21.0,9.25,12.125
P1,S002,outerwear,45,4,2022-09-12,21,37,2022,1.0,14.0,12.0,10.0,12.0,11.375
P1,S002,outerwear,45,4,2022-09-19,35,38,2022,21.0,1.0,14.0,12.0,17.75,15.25
P1,S002,outerwear,45,4,2022-09-26,32,39,2022,35.0,21.0,1.0,14.0,22.25,18.25
P1,S002,outerwear,45,4,2022-10-03,28,40,2022,32.0,35.0,21.0,1.0,29.0,19.125
P1,S002,outerwear,45,4,2022-10-10,10,41,2022,28.0,32.0,35.0,21.0,26.25,19.125
P1,S002,outerwear,45,4,2022-10-17,15,42,2022,10.0,28.0,32.0,35.0,21.25,19.5
P1,S002,outerwear,45,4,2022-10-24,13,43,2022,15.0,10.0,28.0,32.0,16.5,19.375
P1,S002,outerwear,45,4,2022-10-31,19,44,2022,13.0,15.0,10.0,28.0,14.25,21.625
P1,S002,outerwear,45,4,2022-11-07,23,45,2022,19.0,13.0,15.0,10.0,17.5,21.875
P1,S002,outerwear,45,4,2022-11-14,8,46,2022,23.0,19.0,13.0,15.0,15.75,18.5
P1,S002,outerwear,45,4,2022-11-21,9,47,2022,8.0,23.0,19.0,13.0,14.75,15.625
P1,S002,outerwear,45,4,2022-11-28,5,48,2022,9.0,8.0,23.0,19.0,11.25,12.75
P1,S002,outerwear,45,4,2022-12-05,33,49,2022,5.0,9.0,8.0,23.0,13.75,15.625
P1,S002,outerwear,45,4,2022-12-12,6,50,2022,33.0,5.0,9.0,8.0,13.25,14.5
P1,S002,outerwear,45,4,2022-12-19,22,51,2022,6.0,33.0,5.0,9.0,16.5,15.625
P1,S002,outerwear,45,4,2022-12-26,8,52,2022,22.0,6.0,33.0,5.0,17.25,14.25
P1,S002,outerwear,45,4,2023-01-02,18,1,2023,8.0,22.0,6.0,33.0,13.5,13.625
P1,S002,outerwear,45,4,2023-01-09,19,2,2023,18.0,8.0,22.0,6.0,16.75,15.0
P1,S002,outerwear,45,4,2023-01-16,32,3,2023,19.0,18.0,8.0,22.0,19.25,17.875
P1,S002,outerwear,45,4,2023-01-23,32,4,2023,32.0,19.0,18.0,8.0,25.25,21.25
P1,S002,outerwear,45,4,2023-01-30,28,5,2023,32.0,32.0,19.0,18.0,27.75,20.625
P1,S002,outerwear,45,4,2023-02-06,39,6,2023,28.0,32.0,32.0,19.0,32.75,24.75
P1,S002,outerwear,45,4,2023-02-13,30,7,2023,39.0,28.0,32.0,32.0,32.25,25.75
P1,S002,outerwear,45,4,2023-02-20,14,8,2023,30.0,39.0,28.0,32.0,27.75,26.5
P1,S002,outerwear,45,4,2023-02-27,27,9,2023,14.0,30.0,39.0,28.0,27.5,27.625
P1,S002,outerwear,45,4,2023-03-06,3,10,2023,27.0,14.0,30.0,39.0,18.5,25.625
P1,S002,outerwear,45,4,2023-03-13,37,11,2023,3.0,27.0,14.0,30.0,20.25,26.25
P1,S002,outerwear,45,4,2023-03-20,7,12,2023,37.0,3.0,27.0,14.0,18.5,23.125
P1,S002,outerwear,45,4,2023-03-27,19,13,2023,7.0,37.0,3.0,27.0,16.5,22.0
P1,S002,outerwear,45,4,2023-04-03,8,14,2023,19.0,7.0,37.0,3.0,17.75,18.125
P1,S002,outerwear,45,4,2023-04-10,51,15,2023,8.0,19.0,7.0,37.0,21.25,20.75
P1,S002,outerwear,45,4,2023-04-17,15,16,2023,51.0,8.0,19.0,7.0,23.25,20.875
P1,S002,outerwear,45,4,2023-04-24,34,17,2023,15.0,51.0,8.0,19.0,27.0,21.75
P1,S002,outerwear,45,4,2023-05-01,20,18,2023,34.0,15.0,51.0,8.0,30.0,23.875
P1,S002,outerwear,45,4,2023-05-08,35,19,2023,20.0,34.0,15.0,51.0,26.0,23.625
P1,S002,outerwear,45,4,2023-05-15,5,20,2023,35.0,20.0,34.0,15.0,23.5,23.375
P1,S002,outerwear,45,4,2023-05-22,31,21,2023,5.0,35.0,20.0,34.0,22.75,24.875
P1,S002,outerwear,45,4,2023-05-29,24,22,2023,31.0,5.0,35.0,20.0,23.75,26.875
P1,S002,outerwear,45,4,2023-06-05,19,23,2023,24.0,31.0,5.0,35.0,19.75,22.875
P1,S002,outerwear,45,4,2023-06-12,13,24,2023,19.0,24.0,31.0,5.0,21.75,22.625
P1,S002,outerwear,45,4,2023-06-19,21,25,2023,13.0,19.0,24.0,31.0,19.25,21.0
P1,S002,outerwear,45,4,2023-06-26,27,26,2023,21.0,13.0,19.0,24.0,20.0,21.875
P1,S002,outerwear,45,4,2023-07-03,15,27,2023,27.0,21.0,13.0,19.0,19.0,19.375
P1,S002,outerwear,45,4,2023-07-10,24,28,2023,15.0,27.0,21.0,13.0,21.75,21.75
P1,S002,outerwear,45,4,2023-07-17,29,29,2023,24.0,15.0,27.0,21.0,23.75,21.5
P1,S002,outerwear,45,4,2023-07-24,15,30,2023,29.0,24.0,15.0,27.0,20.75,20.375
P1,S002,outerwear,45,4,2023-07-31,9,31,2023,15.0,29.0,24.0,15.0,19.25,19.125
P1,S002,outerwear,45,4,2023-08-07,6,32,2023,9.0,15.0,29.0,24.0,14.75,18.25
P1,S002,outerwear,45,4,2023-08-14,9,33,2023,6.0,9.0,15.0,29.0,9.75,16.75
P1,S002,outerwear,45,4,2023-08-21,10,34,2023,9.0,6.0,9.0,15.0,8.5,14.625
P1,S002,outerwear,45,4,2023-08-28,19,35,2023,10.0,9.0,6.0,9.0,11.0,15.125
P1,S002,outerwear,45,4,2023-09-04,13,36,2023,19.0,10.0,9.0,6.0,12.75,13.75
P1,S002,outerwear,45,4,2023-09-11,18,37,2023,13.0,19.0,10.0,9.0,15.0,12.375
P1,S002,outerwear,45,4,2023-09-18,1,38,2023,18.0,13.0,19.0,10.0,12.75,10.625
P1,S002,outerwear,45,4,2023-09-25,9,39,2023,1.0,18.0,13.0,19.0,10.25,10.625
P1,S002,outerwear,45,4,2023-10-02,23,40,2023,9.0,1.0,18.0,13.0,12.75,12.75
P1,S002,outerwear,45,4,2023-10-09,23,41,2023,23.0,9.0,1.0,18.0,14.0,14.5
P1,S002,outerwear,45,4,2023-10-16,6,42,2023,23.0,23.0,9.0,1.0,15.25,14.0
P1,S002,outerwear,45,4,2023-10-23,8,43,2023,6.0,23.0,23.0,9.0,15.0,12.625
P1,S002,outerwear,45,4,2023-10-30,8,44,2023,8.0,6.0,23.0,23.0,11.25,12.0
P1,S002,outerwear,45,4,2023-11-06,27,45,2023,8.0,8.0,6.0,23.0,12.25,13.125
P1,S002,outerwear,45,4,2023-11-13,26,46,2023,27.0,8.0,8.0,6.0,17.25,16.25
P1,S002,outerwear,45,4,2023-11-20,0,47,2023,26.0,27.0,8.0,8.0,15.25,15.125
P1,S002,outerwear,45,4,2023-11-27,22,48,2023,0.0,26.0,27.0,8.0,18.75,15.0
P1,S002,outerwear,45,4,2023-12-04,18,49,2023,22.0,0.0,26.0,27.0,16.5,14.375
P1,S002,outerwear,45,4,2023-12-11,18,50,2023,18.0,22.0,0.0,26.0,14.5,15.875
P1,S002,outerwear,45,4,2023-12-18,0,51,2023,18.0,18.0,22.0,0.0,14.5,14.875
P1,S002,outerwear,45,4,2023-12-25,4,52,2023,0.0,18.0,18.0,22.0,10.0,14.375
P1,S003,dresses,67,3,2022-01-31,24,5,2022,36.0,26.0,1.0,1.0,21.75,17.6
P1,S003,dresses,67,3,2022-02-07,0,6,2022,24.0,36.0,26.0,1.0,21.5,14.666666666666666
P1,S003,dresses,67,3,2022-02-14,11,7,2022,0.0,24.0,36.0,26.0,17.75,14.142857142857142
P1,S003,dresses,67,3,2022-02-21,42,8,2022,11.0,0.0,24.0,36.0,19.25,17.625
P1,S003,dresses,67,3,2022-02-28,27,9,2022,42.0,11.0,0.0,24.0,20.0,20.875
P1,S003,dresses,67,3,2022-03-07,6,10,2022,27.0,42.0,11.0,0.0,21.5,21.5
P1,S003,dresses,67,3,2022-03-14,29,11,2022,6.0,27.0,42.0,11.0,26.0,21.875
P1,S003,dresses,67,3,2022-03-21,16,12,2022,29.0,6.0,27.0,42.0,19.5,19.375
P1,S003,dresses,67,3,2022-03-28,48,13,2022,16.0,29.0,6.0,27.0,24.75,22.375
P1,S003,dresses,67,3,2022-04-04,22,14,2022,48.0,16.0,29.0,6.0,28.75,25.125
P1,S003,dresses,67,3,2022-04-11,36,15,2022,22.0,48.0,16.0,29.0,30.5,28.25
P1,S003,dresses,67,3,2022-04-18,13,16,2022,36.0,22.0,48.0,16.0,29.75,24.625
P1,S003,dresses,67,3,2022-04-25,14,17,2022,13.0,36.0,22.0,48.0,21.25,23.0
P1,S003,dresses,67,3,2022-05-02,26,18,2022,14.0,13.0,36.0,22.0,22.25,25.5
P1,S003,dresses,67,3,2022-05-09,50,19,2022,26.0,14.0,13.0,36.0,25.75,28.125
P1,S003,dresses,67,3,2022-05-16,50,20,2022,50.0,26.0,14.0,13.0,35.0,32.375
P1,S003,dresses,67,3,2022-05-23,1,21,2022,50.0,50.0,26.0,14.0,31.75,26.5
P1,S003,dresses,67,3,2022-05-30,3,22,2022,1.0,50.0,50.0,26.0,26.0,24.125
P1,S003,dresses,67,3,2022-06-06,31,23,2022,3.0,1.0,50.0,50.0,21.25,23.5
P1,S003,dresses,67,3,2022-06-13,11,24,2022,31.0,3.0,1.0,50.0,11.5,23.25
P1,S003,dresses,67,3,2022-06-20,46,25,2022,11.0,31.0,3.0,1.0,22.75,27.25
P1,S003,dresses,67,3,2022-06-27,49,26,2022,46.0,11.0,31.0,3.0,34.25,30.125
P1,S003,dresses,67,3,2022-07-04,2,27,2022,49.0,46.0,11.0,31.0,27.0,24.125
P1,S003,dresses,67,3,2022-07-11,3,28,2022,2.0,49.0,46.0,11.0,25.0,18.25
P1,S003,dresses,67,3,2022-07-18,5,29,2022,3.0,2.0,49.0,46.0,14.75,18.75
P1,S003,dresses,67,3,2022-07-25,6,30,2022,5.0,3.0,2.0,49.0,4.0,19.125
P1,S003,dresses,67,3,2022-08-01,2,31,2022,6.0,5.0,3.0,2.0,4.0,15.5
P1,S003,dresses,67,3,2022-08-08,20,32,2022,2.0,6.0,5.0,3.0,8.25,16.625
P1,S003,dresses,67,3,2022-08-15,2,33,2022,20.0,2.0,6.0,5.0,7.5,11.125
P1,S003,dresses,67,3,2022-08-22,24,34,2022,2.0,20.0,2.0,6.0,12.0,8.0
P1,S003,dresses,67,3,2022-08-29,25,35,2022,24.0,2.0,20.0,2.0,17.75,10.875
P1,S003,dresses,67,3,2022-09-05,3,36,2022,25.0,24.0,2.0,20.0,13.5,10.875
P1,S003,dresses,67,3,2022-09-12,18,37,2022,3.0,25.0,24.0,2.0,17.5,12.5
P1,S003,dresses,67,3,2022-09-19,2,38,2022,18.0,3.0,25.0,24.0,12.0,12.0
P1,S003,dresses,67,3,2022-09-26,14,39,2022,2.0,18.0,3.0,25.0,9.25,13.5
P1,S003,dresses,67,3,2022-10-03,20,40,2022,14.0,2.0,18.0,3.0,13.5,13.5
P1,S003,dresses,67,3,2022-10-10,0,41,2022,20.0,14.0,2.0,18.0,9.0,13.25
P1,S003,dresses,67,3,2022-10-17,6,42,2022,0.0,20.0,14.0,2.0,10.0,11.0
P1,S003,dresses,67,3,2022-10-24,23,43,2022,6.0,0.0,20.0,14.0,12.25,10.75
P1,S003,dresses,67,3,2022-10-31,21,44,2022,23.0,6.0,0.0,20.0,12.5,13.0
P1,S003,dresses,67,3,2022-11-07,25,45,2022,21.0,23.0,6.0,0.0,18.75,13.875
P1,S003,dresses,67,3,2022-11-14,43,46,2022,25.0,21.0,23.0,6.0,28.0,19.0
P1,S003,dresses,67,3,2022-11-21,15,47,2022,43.0,25.0,21.0,23.0,26.0,19.125
P1,S003,dresses,67,3,2022-11-28,18,48,2022,15.0,43.0,25.0,21.0,25.25,18.875
P1,S003,dresses,67,3,2022-12-05,18,49,2022,18.0,15.0,43.0,25.0,23.5,21.125
P1,S003,dresses,67,3,2022-12-12,21,50,2022,18.0,18.0,15.0,43.0,18.0,23.0
P1,S003,dresses,67,3,2022-12-19,22,51,2022,21.0,18.0,18.0,15.0,19.75,22.875
P1,S003,dresses,67,3,2022-12-26,24,52,2022,22.0,21.0,18.0,18.0,21.25,23.25
P1,S003,dresses,67,3,2023-01-02,12,1,2023,24.0,22.0,21.0,18.0,19.75,21.625
P1,S003,dresses,67,3,2023-01-09,46,2,2023,12.0,24.0,22.0,21.0,26.0,22.0
P1,S003,dresses,67,3,2023-01-16,49,3,2023,46.0,12.0,24.0,22.0,32.75,26.25
P1,S003,dresses,67,3,2023-01-23,12,4,2023,49.0,46.0,12.0,24.0,29.75,25.5
P1,S003,dresses,67,3,2023-01-30,8,5,2023,12.0,49.0,46.0,12.0,28.75,24.25
P1,S003,dresses,67,3,2023-02-06,49,6,2023,8.0,12.0,49.0,46.0,29.5,27.75
P1,S003,dresses,67,3,2023-02-13,41,7,2023,49.0,8.0,12.0,49.0,27.5,30.125
P1,S003,dresses,67,3,2023-02-20,42,8,2023,41.0,49.0,8.0,12.0,35.0,32.375
P1,S003,dresses,67,3,2023-02-27,28,9,2023,42.0,41.0,49.0,8.0,40.0,34.375
P1,S003,dresses,67,3,2023-03-06,43,10,2023,28.0,42.0,41.0,49.0,38.5,34.0
P1,S003,dresses,67,3,2023-03-13,6,11,2023,43.0,28.0,42.0,41.0,29.75,28.625
P1,S003,dresses,67,3,2023-03-20,51,12,2023,6.0,43.0,28.0,42.0,32.0,33.5
P1,S003,dresses,67,3,2023-03-27,52,13,2023,51.0,6.0,43.0,28.0,38.0,39.0
P1,S003,dresses,67,3,2023-04-03,46,14,2023,52.0,51.0,6.0,43.0,38.75,38.625
P1,S003,dresses,67,3,2023-04-10,28,15,2023,46.0,52.0,51.0,6.0,44.25,37.0
P1,S003,dresses,67,3,2023-04-17,0,16,2023,28.0,46.0,52.0,51.0,31.5,31.75
